albedo_max,albedo_mean,albedo_min,albedo_stdDev,date,pixel_count,timestamp,year,month,season,qa_advanced,qa_level,qa_description
0.41000000000000003,0.2865853658536585,0.18,0.11499999999999994,2010-06-30,2,1277856000000,2010,6,Summer,True,standard,"Advanced QA, standard level"
0.44,0.44,0.44,0.0,2010-07-05,1,1278288000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.78,0.47139019792648446,0.14,0.20903302621512246,2010-07-06,39,1278374400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.72,0.5102107581000314,0.23,0.1793910598211348,2010-07-06,32,1278374400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.71,0.491762643965949,0.2,0.16432991507225436,2010-07-07,36,1278460800000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.64,0.39517383348581886,0.06,0.18067755352069195,2010-07-08,41,1278547200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.79,0.5383266183185602,0.16,0.2039166541421942,2010-07-08,33,1278547200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.65,0.5259238665526091,0.24,0.14999924414019714,2010-07-09,21,1278633600000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.5,0.4852608047690015,0.45,0.0169967317119761,2010-07-10,6,1278720000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.74,0.7207992327365728,0.66,0.019133477608568684,2010-07-13,17,1278979200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.34,0.27137055837563456,0.15,0.0747588716400195,2010-07-14,6,1279065600000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.42,0.42,0.42,0.0,2010-07-16,1,1279238400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.6900000000000001,0.3984690327070285,0.12,0.2018194593760115,2010-07-17,38,1279324800000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.76,0.4825314581791267,0.19,0.20169249145942714,2010-07-17,36,1279324800000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.84,0.5764312267657993,0.26,0.2071523820162349,2010-07-18,16,1279411200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.65,0.4055732309380144,0.14,0.1694495464406066,2010-07-18,34,1279411200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.79,0.5148934459187776,0.29,0.12298458340878664,2010-07-20,19,1279584000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.6,0.5949999999999999,0.59,0.003999999999996449,2010-07-20,5,1279584000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.66,0.5252192667145938,0.41000000000000003,0.07177046746399274,2010-07-21,20,1279670400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.6900000000000001,0.47477969348659,0.14,0.19300971478140672,2010-07-21,20,1279670400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.48,0.39302816901408455,0.23,0.09372125409632404,2010-07-23,7,1279843200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.62,0.3848066841415467,0.14,0.14735861019974378,2010-07-23,25,1279843200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.28,0.22888349514563108,0.2,0.024366985862022635,2010-07-24,8,1279929600000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.08,0.08,0.08,0.0,2010-07-24,1,1279929600000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.66,0.47674104683195595,0.18,0.16559822821035752,2010-07-25,33,1280016000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.58,0.3468517959553275,0.12,0.14942229860237013,2010-07-25,27,1280016000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.62,0.35749416160672587,0.11,0.18085837000260724,2010-07-26,40,1280102400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.67,0.4659362300718975,0.17,0.173533604842153,2010-07-26,29,1280102400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.76,0.456690811258278,0.16,0.1712734467825611,2010-07-27,46,1280188800000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.56,0.37604519774011314,0.11,0.14917261523417238,2010-07-27,36,1280188800000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.53,0.30439016393442625,0.05,0.1437880384454841,2010-07-28,28,1280275200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.29,0.18108167770419425,0.17,0.05177408189003023,2010-07-28,6,1280275200000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.73,0.3187044701986754,0.06,0.20054604098751372,2010-07-29,46,1280361600000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.59,0.4473306930693069,0.16,0.15444583108400514,2010-07-29,21,1280361600000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.23,0.16570356472795497,0.13,0.030724582991474438,2010-07-30,10,1280448000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.64,0.3771489909832547,0.1,0.1607876375816654,2010-07-30,42,1280448000000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.6,0.3607538061641292,0.24,0.11178478558262138,2010-07-31,29,1280534400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.45,0.3578726629610915,0.22,0.0728583099813144,2010-07-31,36,1280534400000,2010,7,Summer,True,standard,"Advanced QA, standard level"
0.62,0.4342615920664702,0.18,0.13521097189361272,2010-08-01,34,1280620800000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.61,0.5036977491961414,0.43,0.07048936089935857,2010-08-01,4,1280620800000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.54,0.3914251537935749,0.18,0.13567277026624022,2010-08-04,26,1280880000000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.67,0.3186324607329843,0.1,0.18870788713423364,2010-08-05,45,1280966400000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.56,0.3588489208633092,0.09,0.17181571523001044,2010-08-05,25,1280966400000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.62,0.31058919803600654,0.06,0.16062313620227528,2010-08-06,31,1281052800000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.6,0.4007005411906195,0.15,0.16230168432488296,2010-08-06,28,1281052800000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.52,0.52,0.52,0.0,2010-08-10,1,1281398400000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.52,0.40395393474088287,0.3,0.0776912961663017,2010-08-11,8,1281484800000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.58,0.2887776831345827,0.05,0.17792000129132235,2010-08-14,44,1281744000000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.55,0.34436970944863865,0.13,0.16197974410400842,2010-08-14,40,1281744000000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.59,0.34945468914647004,0.1,0.16329931618554525,2010-08-15,27,1281830400000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.59,0.34713772708069285,0.08,0.14751923727115113,2010-08-15,43,1281830400000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.58,0.28399578059071734,0.05,0.16512376400148018,2010-08-16,44,1281916800000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.71,0.37107858243451464,0.16,0.19516310195228076,2010-08-16,22,1281916800000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.4,0.315296463706461,0.13,0.06467248728976537,2010-08-17,35,1282003200000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.52,0.3447318169053636,0.13,0.13226104695718854,2010-08-17,29,1282003200000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.52,0.307975986277873,0.05,0.14157681746584583,2010-08-18,29,1282089600000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.54,0.26988966900702105,0.18,0.14095893546562885,2010-08-18,11,1282089600000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.14,0.14,0.14,0.0,2010-08-19,1,1282176000000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.77,0.6499156626506025,0.61,0.04918078893226413,2010-08-22,8,1282435200000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.27,0.20489855072463764,0.15,0.03590109871423003,2010-08-23,9,1282521600000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.15,0.15,0.15,0.0,2010-08-24,1,1282608000000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.17,0.13625841184387616,0.09,0.02385372088375301,2010-08-25,10,1282694400000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.26,0.22996732026143793,0.19,0.028499910490371455,2010-08-25,7,1282694400000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.7000000000000001,0.5317991373998767,0.22,0.17140161141802066,2010-08-27,11,1282867200000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.8300000000000001,0.6554754273504272,0.52,0.08670761141066623,2010-08-27,36,1282867200000,2010,8,Summer,True,standard,"Advanced QA, standard level"
0.47000000000000003,0.39617110799439004,0.32,0.05703561365050564,2010-09-01,7,1283299200000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.23,0.23,0.23,0.0,2010-09-02,1,1283385600000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.7000000000000001,0.3974295900178252,0.14,0.1767315095420971,2010-09-02,23,1283385600000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.73,0.38690692124105014,0.08,0.21302214729922733,2010-09-03,39,1283472000000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.8300000000000001,0.5566849580374434,0.12,0.22152200793600613,2010-09-03,25,1283472000000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.88,0.37384728340675477,0.2,0.21296843793284387,2010-09-09,9,1283990400000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.73,0.73,0.73,0.0,2010-09-09,1,1283990400000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.5,0.2583579935041502,0.14,0.08512023581648805,2010-09-11,22,1284163200000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.89,0.55016679497049,0.14,0.21081753044248608,2010-09-13,34,1284336000000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.85,0.5072877645341768,0.05,0.22333757737870233,2010-09-14,35,1284422400000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.8,0.8,0.8,0.0,2010-09-16,1,1284595200000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.79,0.5032885648503452,0.26,0.1679786794051373,2010-09-17,14,1284681600000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.9,0.6636297493936946,0.19,0.1795914146520172,2010-09-18,33,1284768000000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.97,0.7856834532374101,0.74,0.0818909179883805,2010-09-21,7,1285027200000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.91,0.7719899244332494,0.66,0.0787141560797481,2010-09-21,7,1285027200000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.98,0.6903176647349215,0.28,0.2130843933226592,2010-09-22,44,1285113600000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.77,0.5311361754966887,0.17,0.13715513548870994,2010-09-22,46,1285113600000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.88,0.23535984848484848,0.12,0.24038705767990096,2010-09-25,8,1285372800000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.27,0.16622448979591836,0.1,0.06576473218982952,2010-09-25,4,1285372800000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.27,0.13797427652733119,0.11,0.05034574339058896,2010-09-26,7,1285459200000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.91,0.5019987187700193,0.19,0.2705467942279784,2010-09-26,19,1285459200000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.16,0.14927272727272728,0.14,0.00816496580927681,2010-09-27,3,1285545600000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.09,0.09,0.09,0.0,2010-09-28,1,1285632000000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.27,0.16295366795366797,0.13,0.04729020655869091,2010-09-28,11,1285632000000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.97,0.6020980261698824,0.22,0.2649274535069058,2010-09-29,41,1285718400000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.5700000000000001,0.2664504854368933,0.1,0.12789359183842375,2010-09-29,24,1285718400000,2010,9,Fall,True,standard,"Advanced QA, standard level"
0.79,0.656060450819672,0.41000000000000003,0.09675806141598566,2011-06-01,35,1306886400000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.73,0.704709090909091,0.68,0.018027756377317416,2011-06-02,4,1306972800000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.71,0.664014598540146,0.65,0.03000000000000205,2011-06-05,2,1307232000000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.68,0.573003240907454,0.3,0.11681609478149833,2011-06-05,20,1307232000000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.72,0.5359908420249301,0.31,0.11230538722608113,2011-06-06,32,1307318400000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.71,0.5692561983471073,0.22,0.14898832390881164,2011-06-06,22,1307318400000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.75,0.4890432228283676,0.19,0.1637019272569941,2011-06-09,45,1307577600000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.8300000000000001,0.5974271725826192,0.25,0.17303419524653624,2011-06-09,37,1307577600000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.6900000000000001,0.6101724137931035,0.55,0.04095791767666268,2011-06-10,7,1307664000000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.68,0.5219776119402985,0.49,0.08206518066482937,2011-06-10,7,1307664000000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.75,0.6657764705882353,0.56,0.04824181513244203,2011-06-11,11,1307750400000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.71,0.5995230998509687,0.42,0.08594017852968652,2011-06-12,14,1307836800000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.29,0.2726136363636363,0.26,0.011180339887498333,2011-06-14,6,1308009600000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.61,0.5022141560798548,0.34,0.06923069325731793,2011-06-14,15,1308009600000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.84,0.7660432952495491,0.71,0.04152107898405463,2011-06-17,10,1308268800000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.77,0.77,0.77,0.0,2011-06-18,1,1308355200000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.9400000000000001,0.7725995929049141,0.59,0.08803324412405648,2011-06-19,26,1308441600000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.76,0.4771177231565331,0.11,0.22098094999703755,2011-06-20,29,1308528000000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.7000000000000001,0.5393586337760911,0.23,0.15078461459976641,2011-06-20,20,1308528000000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.6900000000000001,0.43774387623549643,0.24,0.1334407254970236,2011-06-21,23,1308614400000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.67,0.47534536227798146,0.21,0.1597640578597496,2011-06-22,27,1308700800000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.68,0.49161437246963563,0.2,0.16178475068916615,2011-06-22,36,1308700800000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.42,0.342512077294686,0.19,0.07626270385975047,2011-06-24,5,1308873600000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.68,0.6455670103092784,0.64,0.020000000000000285,2011-06-27,2,1309132800000,2011,6,Summer,True,standard,"Advanced QA, standard level"
0.24,0.21030395136778113,0.19,0.01939071942966528,2011-07-02,5,1309564800000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.4,0.3507755102040816,0.31,0.04242640687119313,2011-07-02,3,1309564800000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.52,0.4004667081518357,0.18,0.11722127964822318,2011-07-03,13,1309651200000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.73,0.5334304812834225,0.06,0.19713279960352267,2011-07-04,33,1309737600000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.71,0.4561645962732918,0.21,0.21380156947766096,2011-07-04,9,1309737600000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.87,0.5926910656620022,0.21,0.17500790886725578,2011-07-05,34,1309824000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.66,0.4614375605033882,0.14,0.1666136755300431,2011-07-05,37,1309824000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.31,0.2534913793103448,0.2,0.03230769230769205,2011-07-06,13,1309910400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.65,0.42136748006764924,0.13,0.16316519139944682,2011-07-06,39,1309910400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.15,0.14578102189781025,0.14,0.004714045207910548,2011-07-07,6,1309996800000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.39,0.3438188976377952,0.29,0.04763139720814398,2011-07-07,4,1309996800000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.28,0.24239067055393584,0.21,0.025495097567963882,2011-07-10,4,1310256000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.6900000000000001,0.5384165526675786,0.35000000000000003,0.10699115588690764,2011-07-11,22,1310342400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.65,0.2320734908136483,0.12,0.12131501693250235,2011-07-16,15,1310774400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.5700000000000001,0.36247899159663877,0.17,0.12173365533095894,2011-07-16,26,1310774400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.25,0.23342342342342345,0.16,0.029249881291307202,2011-07-17,6,1310860800000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.6,0.36708828828828827,0.14,0.1579020514472174,2011-07-20,22,1311120000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.26,0.23819951338199513,0.2,0.02712931993250134,2011-07-20,5,1311120000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.22,0.19317073170731708,0.17,0.025000000000000012,2011-07-21,2,1311206400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.68,0.6109052924791086,0.55,0.047404875511092896,2011-07-24,6,1311465600000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.55,0.2336285714285715,0.17,0.13416407864998733,2011-07-25,11,1311552000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.71,0.6368817204301075,0.63,0.040000000000001264,2011-07-25,2,1311552000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.76,0.658252427184466,0.63,0.05436502143433269,2011-07-26,3,1311638400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.44,0.4230366492146598,0.41000000000000003,0.013093073414161244,2011-07-27,7,1311724800000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.35000000000000003,0.18834951456310683,0.11,0.0607362238609621,2011-07-29,9,1311897600000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.3,0.23036423841059606,0.22,0.02993325909419166,2011-07-29,5,1311897600000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.36,0.2543898156277436,0.2,0.04155154163499705,2011-07-30,14,1311984000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.56,0.39671096345514956,0.14,0.14081571554320432,2011-07-30,17,1311984000000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.89,0.7879480519480517,0.58,0.12729493312775658,2011-07-31,10,1312070400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.24,0.17764705882352938,0.14,0.034840908267278065,2011-07-31,6,1312070400000,2011,7,Summer,True,standard,"Advanced QA, standard level"
0.68,0.3776259798432251,0.09,0.2072666570391422,2011-08-01,42,1312156800000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.65,0.4345152861249021,0.11,0.1758422298423173,2011-08-01,35,1312156800000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.7000000000000001,0.45173428995546766,0.17,0.17572307052984076,2011-08-04,37,1312416000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.62,0.4029816147082335,0.11,0.16911208730195912,2011-08-04,33,1312416000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.64,0.43132070291048885,0.13,0.16285269417482792,2011-08-05,30,1312502400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.5,0.36314814814814816,0.24,0.10726502283581041,2011-08-05,11,1312502400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.27,0.23283203124999996,0.16,0.031472726993044195,2011-08-06,13,1312588800000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.21,0.1633798449612403,0.07,0.044165793143003965,2011-08-06,9,1312588800000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.59,0.391774051191527,0.12,0.15930962166660093,2011-08-08,30,1312761600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.67,0.3757644444444443,0.1,0.18302936922800117,2011-08-08,40,1312761600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.64,0.38894723160904604,0.13,0.17943046246032407,2011-08-09,38,1312848000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.64,0.41681431005110736,0.13,0.17600455723266575,2011-08-09,24,1312848000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.71,0.3293377483443708,0.05,0.1932613586338998,2011-08-10,46,1312934400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.59,0.3781201334816462,0.17,0.1650151508195536,2011-08-10,20,1312934400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.64,0.3521162947937796,0.16,0.13651859356471913,2011-08-11,24,1313020800000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.6,0.339314028008545,0.06,0.18578329337904817,2011-08-12,36,1313107200000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.67,0.6611559139784946,0.62,0.019202864369673715,2011-08-12,4,1313107200000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.49,0.22779329608938542,0.17,0.08705018308424162,2011-08-13,16,1313193600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.6,0.2818830610490112,0.12,0.14348142852974732,2011-08-13,29,1313193600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.45,0.25808671439936365,0.13,0.09775479527879938,2011-08-15,20,1313366400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.24,0.24,0.24,0.0,2011-08-18,1,1313625600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.3,0.2725940594059405,0.23,0.020205555246266518,2011-08-19,11,1313712000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.73,0.4093407986477921,0.15,0.18767024000420043,2011-08-20,43,1313798400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.64,0.3753207990599296,0.1,0.1715967209005259,2011-08-20,37,1313798400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.54,0.4278111319574734,0.31,0.08211704985289717,2011-08-22,9,1313971200000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.65,0.29803296703296706,0.08,0.20371345943191632,2011-08-23,11,1314057600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.71,0.14910966981132073,0.05,0.1599382596928585,2011-08-24,18,1314144000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.34,0.19878838174273852,0.11,0.06747934946246988,2011-08-24,19,1314144000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.67,0.3426217801581229,0.06,0.18824953068326383,2011-08-25,36,1314230400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.63,0.38319913536881933,0.12,0.16802157599546566,2011-08-25,32,1314230400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.61,0.3802403728231543,0.13,0.16415274121676932,2011-08-26,35,1314316800000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.63,0.29630023389325955,0.09,0.17491320161489687,2011-08-28,44,1314489600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.7000000000000001,0.5056916005014626,0.16,0.2111147116797012,2011-08-28,22,1314489600000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.25,0.21032142857142855,0.15,0.03265986323710909,2011-08-29,6,1314576000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.56,0.29781538461538465,0.16,0.10136871945502046,2011-08-29,18,1314576000000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.84,0.693434492968172,0.39,0.117534189554723,2011-08-30,14,1314662400000,2011,8,Summer,True,standard,"Advanced QA, standard level"
0.88,0.6085185185185187,0.32,0.145876930648624,2011-09-03,39,1315008000000,2011,9,Fall,True,standard,"Advanced QA, standard level"
0.77,0.5339715816445377,0.15,0.15108751602961767,2011-09-03,40,1315008000000,2011,9,Fall,True,standard,"Advanced QA, standard level"
0.77,0.4883772652388797,0.18,0.19256958478092784,2011-09-04,34,1315094400000,2011,9,Fall,True,standard,"Advanced QA, standard level"
0.92,0.6066426558095833,0.27,0.19827929201155464,2011-09-04,27,1315094400000,2011,9,Fall,True,standard,"Advanced QA, standard level"
0.65,0.3764856991525425,0.06,0.16759904490502398,2011-09-05,33,1315180800000,2011,9,Fall,True,standard,"Advanced QA, standard level"
