albedo_max,albedo_mean,albedo_min,albedo_stdDev,date,original_satellite,pixel_count,satellite_source,timestamp,year,month,season,terra_aqua_fusion,fusion_method,terra_total_observations,aqua_total_observations,combined_daily_composites,duplicates_eliminated,qa_advanced,qa_level,qa_description
0.65,0.5123993808049536,0.31,0.10479394464058148,2011-06-06,Terra,24,Terra,1307318400000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.75,0.5055051622418879,0.29,0.1519028959431597,2011-06-09,Terra,28,Terra,1307577600000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.6900000000000001,0.6104937076476282,0.55,0.04095791767666268,2011-06-10,Terra,7,Terra,1307664000000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.75,0.6547021943573668,0.56,0.0559883369779025,2011-06-11,Terra,7,Terra,1307750400000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.29,0.2726136363636363,0.26,0.011180339887498333,2011-06-14,Terra,6,Terra,1308009600000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.74,0.74,0.74,0.0,2011-06-17,Terra,1,Terra,1308268800000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.77,0.77,0.77,0.0,2011-06-18,Terra,1,Terra,1308355200000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.9400000000000001,0.742567080496596,0.59,0.08764126730905468,2011-06-19,Terra,22,Terra,1308441600000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.76,0.4613668466971334,0.11,0.21264114627429667,2011-06-20,Terra,23,Terra,1308528000000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.67,0.45302334784329246,0.21,0.16697003640041397,2011-06-22,Terra,24,Terra,1308700800000,2011,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.24,0.21030395136778113,0.19,0.01939071942966528,2011-07-02,Terra,5,Terra,1309564800000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.73,0.5695610005104645,0.06,0.19230432231479477,2011-07-04,Terra,21,Terra,1309737600000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.87,0.5887826086956521,0.42,0.1152214929540639,2011-07-05,Terra,23,Terra,1309824000000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.65,0.4321704745166959,0.13,0.1571221181119958,2011-07-06,Terra,25,Terra,1309910400000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.15,0.14578102189781025,0.14,0.004714045207910548,2011-07-07,Terra,6,Terra,1309996800000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.6900000000000001,0.5374284110050535,0.35000000000000003,0.10615650781864104,2011-07-11,Terra,17,Terra,1310342400000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.65,0.24309633027522934,0.12,0.14579437574886078,2011-07-16,Terra,10,Terra,1310774400000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.42,0.24840476190476193,0.14,0.09972462083156793,2011-07-20,Terra,10,Terra,1311120000000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.55,0.23982935153583618,0.17,0.1437676451864924,2011-07-25,Terra,9,Terra,1311552000000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.76,0.6585294117647058,0.63,0.05436502143433269,2011-07-26,Terra,3,Terra,1311638400000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.44,0.4175897435897436,0.41000000000000003,0.013437096247165575,2011-07-27,Terra,6,Terra,1311724800000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.2,0.1754761904761905,0.11,0.03059411708155686,2011-07-29,Terra,5,Terra,1311897600000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.36,0.2543898156277436,0.2,0.04155154163499705,2011-07-30,Terra,14,Terra,1311984000000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.87,0.7268616262482167,0.58,0.12483458442830517,2011-07-31,Terra,7,Terra,1312070400000,2011,7,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.68,0.3463004214328718,0.09,0.20884670616604442,2011-08-01,Terra,37,Terra,1312156800000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.66,0.40203173508106255,0.17,0.16651969431196414,2011-08-04,Terra,32,Terra,1312416000000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.64,0.40790716286514606,0.13,0.16797333121659525,2011-08-05,Terra,25,Terra,1312502400000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.27,0.23283203124999996,0.16,0.031472726993044195,2011-08-06,Terra,13,Terra,1312588800000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.67,0.36712665406427214,0.1,0.1938280930624834,2011-08-08,Terra,33,Terra,1312761600000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.61,0.35760563380281685,0.13,0.1789203370014597,2011-08-09,Terra,31,Terra,1312848000000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.71,0.2926890756302521,0.05,0.19635555168361818,2011-08-10,Terra,41,Terra,1312934400000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.6,0.30420224719101124,0.06,0.1866366563833825,2011-08-12,Terra,33,Terra,1313107200000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.49,0.2203,0.17,0.07921051417302859,2011-08-13,Terra,12,Terra,1313193600000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.68,0.36249925082409357,0.15,0.17718064113168988,2011-08-20,Terra,35,Terra,1313798400000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.62,0.16783699059561127,0.09,0.19581624038878906,2011-08-23,Terra,5,Terra,1314057600000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.13,0.08737943585077346,0.05,0.027938424357067032,2011-08-24,Terra,12,Terra,1314144000000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.66,0.3146668887408395,0.06,0.18278399709540416,2011-08-25,Terra,31,Terra,1314230400000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.63,0.2930675061210212,0.09,0.1758947550205803,2011-08-28,Terra,32,Terra,1314489600000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.25,0.21303643724696358,0.15,0.03544009029333872,2011-08-29,Terra,5,Terra,1314576000000,2011,8,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.88,0.6200470162748645,0.32,0.1563039205416622,2011-09-03,Terra,29,Terra,1315008000000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.77,0.4885473289597001,0.18,0.19745208631181618,2011-09-04,Terra,24,Terra,1315094400000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.76,0.4152472280491459,0.16,0.18492447437937953,2011-09-05,Terra,35,Terra,1315180800000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.68,0.30983240223463687,0.07,0.1974659972481444,2011-09-06,Terra,34,Terra,1315267200000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.71,0.43673702422145333,0.21,0.16998745133339152,2011-09-07,Terra,31,Terra,1315353600000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.61,0.30338069099128184,0.11,0.15967448677658966,2011-09-08,Terra,31,Terra,1315440000000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.65,0.3307500759186152,0.08,0.18840532592553597,2011-09-09,Terra,37,Terra,1315526400000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.64,0.31363107361070697,0.1,0.16606023003717657,2011-09-10,Terra,35,Terra,1315612800000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.58,0.28826100338565713,0.09,0.17334641499562864,2011-09-11,Terra,35,Terra,1315699200000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.64,0.3533437402435217,0.11,0.1681629801079532,2011-09-12,Terra,33,Terra,1315785600000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.16,0.11420560747663551,0.09,0.035,2011-09-13,Terra,2,Terra,1315872000000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.63,0.3222990033222592,0.17,0.1175793923049855,2011-09-14,Terra,17,Terra,1315958400000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.71,0.4279925419515227,0.35000000000000003,0.08757794353472652,2011-09-17,Terra,17,Terra,1316217600000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.98,0.7527161832474921,0.45,0.1333689224761556,2011-09-19,Terra,41,Terra,1316390400000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.84,0.49844402277039834,0.26,0.1401027922115928,2011-09-20,Terra,41,Terra,1316476800000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.65,0.29424465240641706,0.09,0.1647536039059542,2011-09-24,Terra,32,Terra,1316822400000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.8300000000000001,0.5050825593395251,0.29,0.15141799829590802,2011-09-28,Terra,23,Terra,1317168000000,2011,9,Fall,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.75,0.5793709327548807,0.46,0.08598837130682362,2012-06-01,Terra,20,Terra,1338508800000,2012,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.73,0.620989010989011,0.55,0.07197607627229653,2012-06-05,Terra,6,Terra,1338854400000,2012,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.5700000000000001,0.4910128617363345,0.33,0.07466330675104059,2012-06-11,Terra,16,Terra,1339372800000,2012,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
0.79,0.5964593495934961,0.26,0.1604676044284511,2012-06-15,Terra,26,Terra,1339718400000,2012,6,Summer,True,Literature-based (Terra priority + Aqua gap-filling),121,121,121,121,True,cqa1f012456,"Advanced QA, cqa1f012456 level"
